workdays,days_per_week,hours_per_week,is_remote,is_flexible
شنبه تا چهارشنبه 8:30 الی 17:30 و پنج شنبه یک هفته در میان 8:30 الی 12:30,5,58,0,0
شنبه تا چهارشنبه 8 الی 17:20,5,56,0,0
شنبه الی چهارشنبه7 الی 15:30,5,51,0,0
توافقی,,,0,0
شنبه تا چهارشنبه از 8 لغایت 17:40 پنجشنبه ها تعطیل,,,0,0
روزهای شنبه تا چهارشنبه از ساعت 08:30 لغایت 17:00 و روزهای پنج شنبه از ساعت 08:30 لغایت 12:30,,,0,0
شنبه تا جمعه / بصورت شیفتی - یک هفته صبح و یک هفته عصر : صبح : از 9 تا 14:30 عصر : از 16:30 تا 22,,,0,0
طبق وزارت کار,,,0,0
شنبه تا چهارشنبه از ساعت 8:30 الی 17:30 با یک ساعت شناوری,5,54,0,0
شنبه تا پنج شنبه 8 تا 15,1,7,0,0
شنبه تا چهارشنبه 7 الی 16:20 و 5 شنبه و جمعه بنا به شرایط کاری,5,56,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه 8تا17 - پنجشنبه 8تا13,6,64,0,0
6 روز کاری 10:00 الی 22:00 و یک روز تعطیلی در هفته,,,0,0
شنبه تا چهارشنبه از 8 صبح الی 19 و پنجشنبه 8 صبح الی 14,,,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا پنج شنبه ساعت 8:45 تا 16:45,1,8,0,0
شنبه تا پنجشنبه از 8:20 تا16,6,53.66666667,0,0
شنبه تا چهارشنبه 8:30 الی 17:30_ پنجشنبه ها پاره وقت,6,63,0,0
9 الی 17,,,0,0
17-Sep,,,0,0
7:30 الی 16:30 - شنبه تا چهارشنبه و پنج شنبه ها تعطیل,,,0,0
شنبه تاچهارشنبه 8:30 الی 17:30 / پنج شنبه ها 8/30 الی 12:30,5,54,0,0
شنبه تا چهارشنبه ساعت 8 تا 17:30,5,57,0,0
شنبه تا چهارشنبه/ 7 تا 16,5,54,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه 8:30 الی 17، پنجشنبه 8:30 الی 12:30,6,59,0,0
شنبه تا چهارشنبه 8 تا 16:30/ پنجشنبه 8 تا 12:00,6,59.5,0,0
منعطف,,,0,1
شنبه تا چهارشنبه به صورت شیفت چرخشی از 9تا16 و 16 تا 22,5,42,0,0
شنبه تا چهارشنبه از ساعت 8 الی18 - پنج شنبه 8 الی12,5,64,0,0
8 الی 17 شنبه تا چهارشنبه و پنج شنبه نیم وقت,5,54,0,0
شنبه تا چهارشنبه 9:30 تا 18:30,5,54,0,0
8 تا 17,,,0,0
شنبه تا چهارشنبه 8الی 17,5,54,0,0
تمام روز هفته 8 صبح تا 20,,,0,0
شنبه تا چهارشنبه ساعت 8:00 تا 17:30,5,57,0,0
شنبه - چهارشنبه (17:00 - 8:00),,,0,0
9:30 الی 18:00,,,0,0
شنبه تا چهارشنبه  7:45 الی 17,5,55.5,0,0
دورکار و منعطف,,,0,1
شنبه تا چهارشنبه ساعت 8 تا 17,5,54,0,0
,,,0,0
شنبه تا چهارشنبه از ساعت 9 الی 17 پنجشنبه ها 9 الی 13,6,56,0,0
شنبه تا چهارشنبه 7 تا 18 پنجشنبه 7 تا 13,6,77,0,0
شنبه تا چهارشنبه 8:30 الی 17:30 پنج شنبه 8:30 الی 13,5,54,0,0
شنبه تا چهار شنبه از ساعت 8:00الی 14:00 پنجشنبه 8:30 الی 12:00,2,12,0,0
ساعت کار به صورت تمام وقت از ساعت 7:30 تا 16,,,0,0
شنبه تا پنجشنبه 9 الی 14 و 16:30 الی 21:30,6,35,0,0
شنبه تا چهارشنبه  8:30 الی 18:00 ( پنج شنبه ها اضافه کاری),5,57,0,0
هرروز ساعت 9 تا 17,,,0,0
8تا16,,,0,0
شنبه تا چهار شنبه 7:30 الی 16:30,1,9,0,0
شنبه تا پنجشنبه 8:30 الی 18:30,6,70,0,0
شنبه تا پنج شنبه,,,0,0
دلخواه,,,0,0
شنبه تا پنجشنبه 7:30 تا 16:30,6,63,0,0
شنبه تا چهارشنبه 8:30 الی 16:30 و پنجشنبه ها 8:30 الی 12:30,6,56,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه از 8:30الی 17:30 پنج شنبه تا14,5,54,0,0
شنبه الی پنج شنبه 7:30 الی 18,1,10.5,0,0
شنبه تا چهارشنبه - از ساعت 8 تا 16,,,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارسنبه 8 تا17 و پنجشنبه ها 8 تا12,2,17,0,0
شنبه تا  چهارشنبه,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه,,,0,0
ساعت 17 الی 1 شب,,,0,0
شنبه تا چهارشنبه از ساعت08:15 الی 17,5,52.5,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا چهارشنبه 8 الی 17:20,5,56,0,0
شنبه تا چهارشنبه 8:30 الی 17:30,5,54,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه از 8:00 تا 17:00,5,54,0,0
شنبه تا چهرشنبه از ساعت 8 تا 17 پنج شنبه از ساعت 8 تا 13,1,9,0,0
Saturday-Wednesday 8:00-17:00,,,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه  7:30 - 16:30,,,0,0
توافقی,,,0,0
شنبه تا چهارشنبه 8:30 الی 17 پنج شنبه 8:30 الی 12:30,5,51,0,0
شنبه تا چهرشنبه 8 تا 17:15 پنجشنبه ها 8 تا 13:30,2,18.5,0,0
انتخابی,,,0,0
شنبه تا چهارشنبه 8-16:30 پنج شنبه 8-12,,,0,0
شنبه تا چهارشنبه,,,0,0
شناور,,,0,0
شنبه  تا چهارشنبه 9تا 16,5,42,0,0
تمام وقت 7 الی 16,,,0,0
ساعات کاری شنبه تا چهار شنبه 9:30 الی 19 و پنج شنبه 9:30 تا 15,1,15,0,0
شنبه تا چهارشنبه ساعت 8 الی 17 پنج شنبه ساعت 8 الی 12,5,54,0,0
تمام وقت,,,0,0
شنبه تا پنج شنبه ساعت 11 تا 18,1,7,0,0
شنبه تا چهارشنبه 8:00 تا 16:30 - پنجشنبه یک هفته درمیان,5,51,0,0
شنبه تا چهارشنبه 7:30 الی 16:00 (نیم ساعت شناوری 8 الی 16:30),5,51,0,0
,,,0,0
شنبه تا چهارشنبه 8:30 تا 17، پنج شنبه 8 تا 12,5,55,0,0
9 الی 17,,,0,0
شنبه تا چهارشنبه,,,0,0
Saturday to Wednesday from 9:00 to 17:00,,,0,0
شنبه تا پنج شنبه ساعت 6:30 الی 15 با یک ساعت شناوری,1,8.5,0,0
شنبه تا چهارشنبه ساعت 7 تا 16 و پنجشنبه ساعت 7 تا 11,6,62,0,0
07:30 الی 16:30,,,0,0
شنبه تا چهارشنبه 8 الی 16 و پنج شنبه 8 الی 12,5,52,0,0
8 ساعت تمام وقت  - 4 ساعت پاره وقت,,,0,0
"از شنبه تا چهار شنبه از 8:00 صبح تا 17:00 , پنجشنبه ها یک هفته در میان 8:00 تا 13:00",2,10,0,0
8 الی 17,,,0,0
شنبه تا چهارشنبه ساعت  16:50-7:30,,,0,0
از شنبه تا چهارشنبه ساعت 8 تا 17:15,5,55.5,0,0
روزهای شنبه تا چهارشنبه از 8:30 الی 16:00 و پنجشنبه ها از 8:30 الی 12:00,6,52,0,0
شنبه تا چهارشنبه از ساعت 8 الی 17/15 - روزهای پنج شنبه و جمعه بر حسب نیاز,5,54,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه از هشت صبح الی چهار و نیم عصر و پنجشنبه ها از 8 صبح تا 12:30,,,0,0
شنبه تا چهارشنبه ساعت 7:15 تا 16:15,5,54,0,0
روزهای شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه 8:00 صبح تا 17:00,,,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
,,,0,0
همه روزه از ساعت 9 الی 17 پنج شنبه ها 9-13,1,8,0,0
ساعت 9 الی 18,,,0,0
شنبه تا جهارشنبه 8:30الی17,1,8.5,0,0
شنبه تا پنجشنبه - 9 تا 18,,,0,0
شنبه تا چهارشنبه 8:00 تا 17:00 پنجشنبه 8:00 تا 13:00,6,63,0,0
شنبه تا چهارشنبه 8:30 تا 17:30- پنجشنبه ها 8:30 تا 12:30,6,62,0,0
شنبه تا چهارشنبه 8 تا 16:30,5,51,0,0
شنبه تا چهارشنبه 9:30 لغایت 17:30 ، پنجشنبه 9:30 لغایت 14:00,,,0,0
شنبه تا چهارشنبه ساعت 17 - 9   پنجشنبه 15 - 9,,,0,0
شنبه تا پنجشنبه,,,0,0
ساعت کاری : شنبه تا چهارشنبه 9 صبح  الی 17 پنجشنبه 9 صبح الی 12,,,0,0
تمام وقت,,,0,0
شنبه تا چهارشنبه 7 الی 16,5,54,0,0
شنبه تا چهارشنبه، 7:30 الی 16:15,,,0,0
ساعت موظفی: روزهای شنبه تا چهارشنبه ساعت 8 الی 17 و پنجشنبه ساعت 8 الی 15.,6,68,0,0
شنبه تا چهارشنبه - ساعت 8 تا 17,,,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه,,,0,0
Saturday to Thursday with flexible work hours,,,0,0
شنبه تا پنج شنبه 9 الی 17,1,8,0,0
شنبه تا پنجشنبه ساعت 10 تا 17,6,49,0,0
شنبه تا چهارشنبه 8:30تا 17,5,51,0,0
Saturday To Wednesday,,,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه8 الی 5 و پنجشنبه ها یک هفته در میان تا 12:00,5,-18,0,0
شنبه الی چهارشنبه (صبح: 9 الی 13) (عصر: 16 الی 20),5,24,0,0
9:30 - 17:30 شنبه الی چهارشنبه - 9:30 الی 15 پنجشنبه,2,11,0,0
شنبه تا چهارشنبه ساعت 7:00 الی 16:30,5,57,0,0
شنبه تا پنجشنبه 8تا17,6,63,0,0
شیفتی,,,0,0
شنبه تا چهارشنبه 8:30صبح الی 17:45,,,0,0
شنبه تا چهارشنبه  8:30 الی 17:30,5,54,0,0
شنبه تا چهارشنبه از ساعت 7:30 الی 16:30,5,54,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه 8 تا 17 پنجشنبه ها تا 13,6,63,0,0
شنبه تا چهارشنبه/ 8:00-17:00,,,0,0
شنبه تا پنجشنبه 16 تا 20:30,6,31.5,0,0
تمام روز هفته 8 صبح تا 20,,,0,0
شنبه تا چهارشنبه  8:30 الی 17  پنج شنبه 8:30 الی 12.30,5,51,0,0
شنبه تا چهارشنبه 9 تا 17 پنجشنبه 9 الی 13,6,56,0,0
9 الی 17,,,0,0
شنبه تا چهارشنبه 8:30 صبح الی 16:30,,,0,0
هفت روز هفته شبانه روزی,,,0,0
شنبه تا چهارشنبه 8:30 الی 17:30پنج شنبه 8:00الی 13:00,5,54,0,0
شنبه تا چهارشنبه ساعت 08:30 تا 17:30 - پنجشنبه ساعت 12:30,5,54,0,0
شنبه تا چهارشنبه 7:30 الی 18:00,5,63,0,0
شنبه تا چهارشنبه ساعت 8/45 تا 16/50 و پنجشنبه تا 13/50,5,-174,0,0
شنبه تا چهارشنبه 9 الی 18 پنجشنبه 9 الی 14,6,63,0,0
شنبه تا چهارشنبه 8-17,,,0,0
شنبه تا چهارشنبه از 8 تا 17 و پنج شنبه ها تا ساعت 12:30,5,54,0,0
شنبه تا چهارشنبه ساعت 8 الی 17,5,54,0,0
9 صبح تا 18 عصر,,,0,0
شیفت کاری,,,0,0
شنبه تا چهارشنبه از 8:30 تا 17:30 پنجشنبه از ساعت 8:30 تا 13,6,63,0,0
شنبه تا چهارشنبه از ساعت 7:00 الی 15:00  کار موظفی  و ماهیانه دو روز پنجشنبه کار موظفی و دوروز اضافه کار محاسبه می گردد.,5,48,0,0
شنبه تا چهارشنبه : 8:30 الی 17:00 و پنج شنبه : 8:30 الی 13:00,5,55.5,0,0
شنبه تا چهارشنبه 8 الی 16:45,5,52.5,0,0
"از شنبه تا چهار شنبه از 8:00 صبح تا 17:00 , پنجشنبه ها یک هفته در میان 8:00 تا 13:00",2,10,0,0
یکشنبه تا پنجشنبه از 8 تا 17:30,6,66.5,0,0
شنبه تا چهارشنبه از ساعت 8 الی 17,5,54,0,0
شنبه تا چهارشنبه7:30الی 16/پنجشنبه 7:30 الی 11:30,6,59.5,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
شنبه تا چهارشنبه 8 تا 17 پنج شنبه 8 تا 13:30,5,54,0,0
شنبه تا چهارشنبه ساعت 8:30 تا 16:30  پنجشنبه تا 12:30,6,56,0,0
شنبه تا چهارشنبه 8 الی 16 ، پنجشنبه 8 الی 12,6,56,0,0
شنبه تا چهارشنبه 8 ساعت کاری,,,0,0
ندارد,,,0,0
شنبه تا چهارشنبه 8 تا 17 پنجشنبه ها یک در میان تعطیل,6,63,0,0
شنبه تاچهارشنبه,,,0,0
شنبه تا چهارشنبه از ساعت 08:00 الی 17:00,5,54,0,0
دورکار و منعطف,,,0,1
شنبه تا چهارشنبه 9 تا 5پنجشنبه ها تا یک,6,-28,0,0
شنبه تا چهارشنبه ساعت 8:30 تا 16:30 و پنجشنبه ساعت 8:30 تا 13:00,6,57,0,0
همه روزه  8.30 تا 16.30,,,0,0
تمام روز هفته 8 صبح تا 20,,,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
شنبه تا پنجشنبه 7 تا 15,6,56,0,0
انتخابی,,,0,0
شنبه تا چهارشنبه 8 الی 16:30 پنج شنبه 8 الی 12,5,51,0,0
شنبه تا پنجشنبه 8 تا 17,6,63,0,0
شنبه 8 الی 16:15,1,8.25,0,0
یکشنبه تا جمعه,,,0,0
شنبه تا پنجشنبه 8 الی 17:30,6,66.5,0,0
شنبه تا چهارشنبه 07:30 الی 17:00,5,57,0,0
شنبه تا چهارشنبه - پنج شنبه ها پاره وقت,,,0,0
شنبه تاپنجشنبه,,,0,0
شنبه تا پنج شنبه 7-15,,,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا پنج شنبه ساعت 8:30 الی 17:30,1,9,0,0
تمام وقت,,,0,0
شنبه تا چهارشنبه 9 تا 18 پنجشنبه تا 13,6,63,0,0
3 شیفت 8 ساعته,,,0,0
تمام هفته,,,0,0
شنبه تا چهارشنبه 7:00 الی 18:00,5,66,0,0
شنبه تا چهارشنبه,,,0,0
7:15 تا 16:00,,,0,0
شنبه تا چهارشنبه 8 تا 17 و پنجشنبه 8 تا 13,6,64,0,0
شنبه تا چهارشنبه- ساعت 18-9,,,0,0
شنبه تا چهارشنبه 7.00 تا 16.30,5,96,0,0
شنبه تا چهارشنبه 9 تا 17,5,48,0,0
شنبه تا چهارشنبه 8الی 16 پنجشنبه تا 13,6,56,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا  چهارشنبه 8 الی 17,5,54,0,0
شنبه تا چهارشنبه ساعت 8 تا 16 - پنجشنبه ها ساعت 8 تا 12,6,56,0,0
شنبه تا چهارشنبه 9 تا 17:00پنجشنبه 9 تا 13:00( ساعت شروع کار به انتخاب شما می تواند 8باشد),6,56,0,0
شنبه تا پنجشنبه 7:30 تا 14:30,6,49,0,0
شنبه تا چهارشنبه 12 الی20,5,48,0,0
شنبه تا چهارشنبه,,,0,0
اداری,,,0,0
شنبه تا چهارشنبه,,,0,0
ندارد,,,0,0
شنبه تا چهارشنبه8:30تا 16:30 و پنج شنبه تا 12:30,5,48,0,0
شنبه تا چهارشنبه (8:30 الی 17:00) پنجشنبه ها یک هفته در میان (8:30 الی 14:00),6,59.5,0,0
دلخواه,,,0,0
8-16:30 و پنج شنبه ها 8-12:30,,,0,0
شنبه تا چهارشنبه 8الی 17,5,54,0,0
8 الی 16,,,0,0
روزهای شنبه تا چهارشنبه از ساعت 08:00 تا 17:00,5,54,0,0
شنبه تا سه شنبه 17-8 چهارشنبه ها 16-8 پنج شنبه ها تعطیل,,,0,0
ساعت اداری,,,0,0
شنبه تا چهار شنبه از 9 تا 18 / پنجشنبه از 9 تا 13,2,18,0,0
شنبه تا چهارشنبه 8:00 الی 17:20- شنبه تا چهارشنبه,5,56,0,0
شنبه تا پنجشنبه 9 تا 18,6,63,0,0
اداری,,,0,0
شنبه تا پنجشنبه 7 الی 17:30,6,73.5,0,0
همه روزه 08:00 الی 16:30 - پنج شنبه ها یک هفته در میان کاری,,,0,0
همه روزه 10 تا 18- پنجشنبه تا 14,,,0,0
شنبه تا چهارشنبه 8:30 الی 17 - پنج شنبه ها تعطیل,5,51,0,0
شنبه تا چهارشنبه ساعت 8 الی 17,5,54,0,0
شنبه تا چهارشنبه از 7 الی 19و  پنجشنبه 14:30,6,84,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا پنج شنبه 10 تا 20,1,10,0,0
شنبه الی چهارشنبه و پنجشنبه و جمعه ها تعطیل,,,0,0
شنبه تا پنج شنبه صبح وعصر یا شنبه تا جمعه شیفتی,,,0,0
9:30 الی 21:30,,,0,0
07:45تا 17 شنبه تا چهارشنبه و پنجشنبه ها تا 12:30,5,55.5,0,0
شنبه تا پنج شنبه ساعت 9 الی 17,1,8,0,0
شنبه تا چهارشنبه 7:30 الی 16:50,5,56,0,0
شنبه تا چهارشنبه 7:30 تا 16:15,5,52.5,0,0
شنبه تا چهارشنبه 9 الی 17 و پنج شنبه ها 9 الی 13,5,52,0,0
شنبه تا پنجشنبه ساعت 7 الی 17:30 - جمعه 7 الی 12:30,7,79,0,0
شنبه تا پنجشنبه - 9 تا 17,,,0,0
شنبه تا چهارشنبه 8:00 الی 17:30,5,57,0,0
شنبه تا پنجشنبه 8 الی 16:30 پنجشنبه ها یک هفته در میان تعطیل,6,59.5,0,0
روزهای شنبه تا چهارشنبه از ساعت 08:00 تا 17:00,5,54,0,0
شنبه تا پنجشنبه 8 تا 16,6,56,0,0
شنبه تا چهارشنبه 8:30  الی 17:20,5,53,0,0
شنبه تا چهارشنبه 8 الی 17 پنجشنبه 8الی12,6,63,0,0
شنبه تا چهارشنبه 8 الی 17 پنج شنبه ها 8 الی 14,5,54,0,0
شنبه الی چهرشنبه - از ساعت 7:30 الی 15,,,0,0
شنبه تا چهارشنبه ساعت 9الی 17,5,48,0,0
شنبه تا چهارشنبه 8:15 الی 17:30,5,55.5,0,0
-,,,0,0
هر روز  و ساعت کاری منعطف,,,0,1
شنبه تا پنج شنبه 9 الی 16 - با امکان دو روز دور کاری,1,7,0,0
شنبه تا چهارشنبه  8:30 تا 17:30 ، پنجشنبه 8:30 تا 13,6,63,0,0
شنبه تا چهارشنبه 8:30 الی 18,5,57,0,0
متناسب با فعالیت,,,0,0
شنبه تا چهارشنبه 8:00 الی 17:30,5,57,0,0
شنبه تا چهارشنه 8:30 الی 17,1,8.5,0,0
شنبه تا چهارشنبه 08:00  الی 17:00,5,54,0,0
شنبه تا چهارشنبه 7:30تا15:30,5,48,0,0
شنبه تا چهارشنبه 8تا 16/30- پینجشنبه ها 8 تا 13,5,53,0,0
شنبه تا پنج شنبه 8 الی 18,1,10,0,0
شنبه تا چهارشنبه از ساعت 7:30 تا 16:30,5,54,0,0
شنبه تا چهارشنبه,,,0,0
توافقی,,,0,0
از شنبه تا سه شنبه 8 الی 17.30 و چهارشنبه ها تا16:30,4,45,0,0
کل ایام هفته,,,0,0
شنبه تا چهارشنبه 8 الی 16 پنجشنبه 8 الی 12,6,56,0,0
شنبه تا چهارشنبه 9 تا 18 و پنجشنبه 9 تا 13,6,62,0,0
15-Aug,,,0,0
Saturday to Wednesday,,,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
تمام وقت,,,0,0
از شنبه تا چهارشنبه ساعت 8 تا 17:20,5,56,0,0
شنبه تا چهارشنبه 8:30 تا 16:30 - پنجشنبه 8:30تا13:30,6,58,0,0
شنبه تا چهارشنبه 8:30 الی 17:45,5,55.5,0,0
همه روزه ساعت 9 الی 17:30 (پنج شنبه ها قابل مذاکره),1,8.5,0,0
شنبه تا چهارشنبه :9:00 الی 17:00 پنج شنبه:9:00 الی 13:00,5,48,0,0
شنبه تا پنج شنبه ساعت 07:30 تا 17:30,1,10,0,0
شنبه تا پنج شنبه از ساعت 10 صبح تا 17 عصر,,,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه (سه روز 7:30 تا  15:30،دو روز  7:30 تا 14:30),5,48,0,0
شنبه تا پنجشنبه (تمام وقت),,,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
8-17:30,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا پنج شنبه ساعت 11 تا 18,1,7,0,0
شنبه تا پنجشنبه از 7:00 تا 16:00,6,63,0,0
شنبه تا چهارشنبه از ساعت 8 الی 17,5,54,0,0
تمام وقت 8:00 تا 17:00,,,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا پنجشنبه  ساعت  07:30لغایت 14:50,,,0,0
شنبه تا چهارشنبه 7:30لغایت 16:30,,,0,0
شنبه تا پنج شنبه 8 تا 14:30 - 14:30 تا 20:30,1,6.5,0,0
شنبه تا چهارشنبه 7:30 الی 16:30 و پنج شنبه 7:30 الی 12:30,5,59,0,0
شنبه تا جهارشنبه 9 تا 17 پنجشنبه 9 تا 15,2,16,0,0
8 تا 17,,,0,0
شنبه تا چهارشنبه 08:15 لغایت 16:45 (پنجشنبه ها یک هفته در میان تا ساعت 16:00),,,0,0
